ANON_LUNG_TC064,9,-250,-250,9.76562e-1,9.76562e-1,5
ANON_LUNG_TC064,10,-250,-250,9.76562e-1,9.76562e-1,5
ANON_LUNG_TC064,11,-250,-250,9.76562e-1,9.76562e-1,5
ANON_LUNG_TC064,12,-250,-250,9.76562e-1,9.76562e-1,5
ANON_LUNG_TC064,13,-250,-250,9.76562e-1,9.76562e-1,5
ANON_LUNG_TC064,14,-250,-250,9.76562e-1,9.76562e-1,5
ANON_LUNG_TC064,15,-250,-250,9.76562e-1,9.76562e-1,5
ANON_LUNG_TC064,16,-250,-250,9.76562e-1,9.76562e-1,5
ANON_LUNG_TC064,17,-250,-250,9.76562e-1,9.76562e-1,5
ANON_LUNG_TC064,18,-250,-250,9.76562e-1,9.76562e-1,5
